City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,kupang,-10.1667,123.5833,79.38,65,20,20.71,ID,1628244490
281,chontalpa,17.7,-93.5167,73.81,94,94,1.32,MX,1628244493
282,lagoa,39.05,-27.9833,71.73,72,6,17.96,PT,1628244497
283,bell ville,-32.6259,-62.6887,50.02,70,0,7.83,AR,1628244500
284,kottagudem,17.55,80.6333,88.65,63,93,7.85,IN,1628244503
285,lorengau,-2.0226,147.2712,81.82,82,54,10.94,PG,1628244507
286,isangel,-19.55,169.2667,70.09,76,87,13.78,VU,1628244513
287,big rapids,43.6981,-85.4837,67.64,84,90,5.75,US,1628244517
288,andenes,69.3143,16.1194,61.47,82,0,8.05,NO,1628244520
289,letterkenny,54.95,-7.7333,64.29,97,100,0.69,IE,1628244524
290,anzio,41.4853,12.6179,88.02,52,2,8.16,IT,1628244530
291,uspenka,48.3903,39.1619,89.78,31,49,18.34,UA,1628244534
292,balabac,7.9868,117.0645,84.9,74,19,7.92,PH,1628244537
293,nanortalik,60.1432,-45.2371,47.01,94,96,9.44,GL,1628244540
294,vostok,46.4856,135.8833,69.3,92,96,0.96,RU,1628244544
295,mandalgovi,45.7625,106.2708,80.96,20,80,10.09,MN,1628244547
296,kano,12.0001,8.5167,84.96,56,42,11.36,NG,1628244551
297,adrar,20.5022,-10.0711,97.14,17,21,20.69,MR,1628244554
298,puerto escondido,15.85,-97.0667,76.32,83,100,4.45,MX,1628244557
299,tadine,-21.55,167.8833,67.08,63,100,13.04,NC,1628244561
300,impfondo,1.6381,18.0667,80.89,73,99,2.21,CG,1628244564
301,north bend,43.4065,-124.2243,61.86,100,90,3.44,US,1628244567
302,surt,31.2089,16.5887,97.16,27,0,5.97,LY,1628244571
303,chardara,41.2547,67.9692,97.66,16,0,8.14,KZ,1628244574
304,manzanillo,20.3433,-77.1167,74.55,92,53,5.59,CU,1628244578
305,sambava,-14.2667,50.1667,76.01,63,59,15.21,MG,1628244584
306,taoudenni,22.6783,-3.9836,102.94,24,46,23.91,ML,1628244588
307,souillac,-20.5167,57.5167,74.35,70,55,9.84,MU,1628244591
308,maxixe,-23.8597,35.3472,80.02,40,0,5.86,MZ,1628244594
309,hualmay,-11.0964,-77.6139,61.07,88,42,9.69,PE,1628244598
310,jiangyou,31.7667,104.7167,88.97,50,23,3.36,CN,1628244601
311,lapi,17.716,121.8978,86.47,73,99,2.1,PH,1628244606
312,panguna,-6.3164,155.4848,68.05,96,100,2.42,PG,1628244609
313,asau,46.4333,26.4,84.4,44,99,12.71,RO,1628244613
314,puerto ayacucho,5.6639,-67.6236,70.48,96,84,2.73,VE,1628244616
315,weymouth,42.2209,-70.9398,66.34,96,20,0.0,US,1628244619
316,virginia beach,36.8529,-75.978,68.02,80,1,0.0,US,1628244623
317,divnomorskoye,44.5011,38.1353,85.42,65,59,6.53,RU,1628244626
318,santa maria,-29.6842,-53.8069,55.02,87,98,3.71,BR,1628244630
319,port pirie,-33.1833,138.0167,55.49,63,100,0.85,AU,1628244633
320,jaguarari,-10.2639,-40.1958,61.95,93,100,9.62,BR,1628244640
321,shelabolikha,53.4131,82.6167,74.66,53,73,4.7,RU,1628244643
322,khasan,42.4308,130.6434,76.48,82,100,4.61,RU,1628244653
323,rocha,-34.4833,-54.3333,55.22,91,58,9.75,UY,1628244663
324,port elizabeth,-33.918,25.5701,66.09,76,37,8.1,ZA,1628244666
325,oktyabrskiy,54.4815,53.471,78.73,39,58,8.77,RU,1628244670
326,alofi,-19.0595,-169.9187,74.3,73,9,6.93,NU,1628244673
327,dukhovshchina,55.1919,32.4111,62.44,98,100,9.22,RU,1628244676
328,salalah,17.0151,54.0924,84.29,79,75,12.66,OM,1628244424
329,zyryanka,65.75,150.85,53.29,66,100,5.41,RU,1628244683
330,madimba,-10.4,40.3333,82.56,52,11,11.97,TZ,1628244686
331,doka,13.5167,35.7667,84.61,55,100,6.11,SD,1628244690
332,rypefjord,70.6333,23.6667,61.27,67,0,10.36,NO,1628244693
333,abu samrah,35.3029,37.1841,101.46,15,96,11.05,SY,1628244696
334,baykit,61.67,96.37,82.02,32,13,7.83,RU,1628244700
335,baruun-urt,46.6806,113.2792,79.59,37,48,5.88,MN,1628244703
336,artyshta,54.1222,86.2909,62.37,87,99,7.38,RU,1628244707
337,port hope,43.9408,-82.7127,69.96,82,36,3.44,US,1628244710
338,itarema,-2.9248,-39.9167,77.85,67,24,14.45,BR,1628244714
339,port hawkesbury,45.6169,-61.3485,75.58,99,90,3.0,CA,1628244717
340,kasungu,-13.0333,33.4833,79.7,30,0,6.91,MW,1628244720
341,ketchikan,55.3422,-131.6461,55.87,100,90,6.91,US,1628244724
342,tilichiki,60.4667,166.1,47.34,83,80,10.36,RU,1628244727
343,kruisfontein,-34.0033,24.7314,63.88,78,91,7.78,ZA,1628244730
344,flin flon,54.7682,-101.865,56.7,90,77,2.95,CA,1628244734
345,fortuna,40.5982,-124.1573,60.48,74,90,1.01,US,1628244737
346,rosario,-32.9468,-60.6393,55.94,94,0,1.99,AR,1628244741
347,bethel,41.3712,-73.414,66.49,93,90,0.0,US,1628244747
348,huarmey,-10.0681,-78.1522,62.26,89,37,9.06,PE,1628244751
349,guerrero negro,27.9769,-114.0611,72.0,79,0,4.97,MX,1628244754
350,makakilo city,21.3469,-158.0858,79.12,69,20,6.91,US,1628244702
351,bintulu,3.1667,113.0333,85.03,71,51,5.55,MY,1628244761
352,natitingou,10.3042,1.3796,77.07,79,94,8.99,BJ,1628244764
353,shenzhen,22.5455,114.0683,85.95,99,100,7.54,CN,1628244767
354,kogon,39.7228,64.5517,103.64,15,0,16.11,UZ,1628244771
355,meulaboh,4.1363,96.1285,84.78,67,74,8.19,ID,1628244774
356,anadyr,64.75,177.4833,53.01,81,96,8.79,RU,1628244777
357,bozeman,45.6796,-111.0386,61.79,75,40,10.36,US,1628244682
358,chimbote,-9.0853,-78.5783,62.33,89,74,7.36,PE,1628244784
359,sorland,67.667,12.6934,62.67,76,98,6.29,NO,1628244787
360,dicabisagan,17.0818,122.4157,88.57,66,83,8.41,PH,1628244791
361,varhaug,58.6147,5.6457,70.86,59,72,21.3,NO,1628244794
362,kaitangata,-46.2817,169.8464,46.92,77,77,5.44,NZ,1628244798
363,leshukonskoye,64.8989,45.7622,63.97,40,15,5.84,RU,1628244801
364,akdepe,42.0551,59.3788,105.89,11,2,7.11,TM,1628244804
365,pacific grove,36.6177,-121.9166,60.62,93,22,1.01,US,1628244588
366,kamenka,51.3223,42.7678,87.33,27,21,11.01,RU,1628244811
367,mayahi,13.9553,7.6712,86.07,52,52,12.75,NE,1628244814
368,beloha,-25.1667,45.05,82.63,25,0,2.06,MG,1628244818
369,orange cove,36.6244,-119.3137,71.26,63,1,6.91,US,1628244821
370,gat,31.61,34.7642,101.39,23,4,12.26,IL,1628244825
371,thinadhoo,0.5333,72.9333,82.53,72,100,9.53,MV,1628244828
372,roma,43.2128,-75.4557,62.89,93,1,4.61,US,1628244831
373,sioux lookout,50.1001,-91.917,51.66,94,95,5.37,CA,1628244835
374,hofn,64.2539,-15.2082,53.2,86,96,2.26,IS,1628244838
375,pangody,65.85,74.4859,81.25,35,8,5.12,RU,1628244842
376,solnechnyy,50.7214,136.6319,58.84,99,100,4.45,RU,1628244845
377,chapais,49.7834,-74.8492,57.6,97,100,6.08,CA,1628244848
378,vila,42.0304,-8.1588,58.69,70,19,4.76,PT,1628244852
379,grootfontein,-19.5667,18.1167,75.15,18,0,9.75,NA,1628244855
380,digapahandi,19.3667,84.5833,93.25,52,74,5.28,IN,1628244859
381,brae,60.3964,-1.353,62.51,79,99,19.93,GB,1628244862
382,tigzirt,36.8886,4.1198,87.93,41,0,4.27,DZ,1628244869
383,bull savanna,17.8868,-77.5902,75.56,78,15,7.4,JM,1628244872
384,sao filipe,14.8961,-24.4956,77.23,86,100,7.16,CV,1628244879
385,san cristobal,7.7669,-72.225,65.08,97,91,4.18,VE,1628244882
386,launceston,-41.45,147.1667,51.8,86,100,3.0,AU,1628244888
387,monte alegre,-2.0078,-54.0692,72.54,75,30,0.65,BR,1628244620
388,matay,28.419,30.7792,105.75,11,0,7.11,EG,1628244895
389,trairi,-3.2778,-39.2689,78.37,63,25,13.0,BR,1628244718
390,vidalia,32.2177,-82.4135,72.75,94,90,4.61,US,1628244905
391,gallup,35.5281,-108.7426,67.01,50,1,4.0,US,1628244912
392,blagodatnoye,45.3997,42.5867,94.12,23,1,20.36,RU,1628244916
393,esperance,-33.8667,121.9,59.38,59,0,9.35,AU,1628244919
394,tomigusuku,26.185,127.675,82.53,92,75,2.3,JP,1628244923
395,talnakh,69.4865,88.3972,82.13,37,23,1.72,RU,1628244926
396,norman wells,65.282,-126.8329,51.84,93,75,0.0,CA,1628244929
397,weligama,5.9667,80.4167,81.81,76,100,14.23,LK,1628244933
398,saskylakh,71.9167,114.0833,59.18,47,100,13.96,RU,1628244733
399,inuvik,68.3499,-133.7218,41.86,75,90,6.91,CA,1628244943
400,kinango,-4.1372,39.3153,77.11,40,52,13.35,KE,1628244946
401,airai,-8.9266,125.4092,60.22,78,92,4.7,TL,1628244949
402,napasar,27.9667,73.55,102.0,31,52,0.63,IN,1628244953
403,sombrio,-29.1139,-49.6167,51.93,96,92,3.31,BR,1628244956
404,otradnoye,59.7775,30.8181,69.85,67,50,11.59,RU,1628244960
405,oda,35.1833,132.5,85.06,68,8,7.65,JP,1628244856
406,ibra,22.6906,58.5334,110.08,12,5,14.14,OM,1628244966
407,altamira,-3.2033,-52.2064,71.69,100,20,0.0,BR,1628244970
408,astana,51.1801,71.446,87.75,27,0,6.71,KZ,1628244973
409,hasaki,35.7333,140.8333,82.29,85,12,7.18,JP,1628244977
410,fort nelson,58.8053,-122.7002,55.47,98,96,2.91,CA,1628244724
411,kirovskiy,45.0917,133.5136,72.84,89,95,3.0,RU,1628244983
412,fort saint james,54.4333,-124.25,50.94,67,96,4.45,CA,1628244987
413,komsomolskiy,40.4272,71.7189,95.72,20,0,9.22,UZ,1628244993
414,lola,7.8,-8.5333,75.38,73,94,5.01,GN,1628244996
415,aykhal,66.0,111.5,57.13,53,56,23.78,RU,1628245000
416,asyut,27.181,31.1837,105.98,9,0,6.93,EG,1628245003
417,mabopane,-25.4977,28.1007,76.21,21,0,5.03,ZA,1628245007
418,miles city,46.4083,-105.8406,72.57,53,1,10.36,US,1628244855
419,kimbe,-5.5502,150.1429,77.0,83,100,8.59,PG,1628245013
420,moree,-29.4667,149.85,46.42,81,0,10.36,AU,1628245017
421,florianopolis,-27.6146,-48.5012,60.62,94,75,4.61,BR,1628245020
422,hovd,48.0056,91.6419,73.51,25,85,11.77,MN,1628245024
423,srandakan,-7.9386,110.2506,80.24,81,58,16.31,ID,1628245027
424,bonavista,48.6499,-53.1147,66.2,96,99,14.52,CA,1628245030
425,behbahan,30.5959,50.2417,111.99,9,9,4.92,IR,1628245034
426,shu,43.5983,73.7614,97.02,11,55,11.95,KZ,1628245040
427,blagoveshchensk,50.2667,127.5333,77.61,65,40,4.47,RU,1628245044
428,praxedis guerrero,31.3667,-106.0167,80.82,45,0,6.24,MX,1628245047
429,necochea,-38.5473,-58.7368,46.04,93,2,10.29,AR,1628245050
430,dovbysh,50.3733,27.9874,78.89,52,71,12.66,UA,1628245054
431,stabat,3.761,98.4513,88.0,72,72,5.61,ID,1628245057
432,ancud,-41.8697,-73.8203,49.53,86,100,12.41,CL,1628245061
433,carupano,10.6678,-63.2585,76.32,87,1,4.47,VE,1628245064
434,yarkovo,57.4028,67.0786,78.4,69,82,4.7,RU,1628245067
435,tromso,69.6496,18.957,68.65,67,0,3.44,NO,1628245074
436,marzuq,14.4,46.4667,93.76,26,66,1.72,YE,1628245077
437,dabakala,8.3667,-4.4333,73.56,86,100,6.22,CI,1628245081
438,salym,60.0625,71.4789,78.53,43,100,3.06,RU,1628245084
439,slave lake,55.2834,-114.769,67.98,68,90,25.32,CA,1628245088
440,ust-nera,64.5667,143.2,59.23,55,12,4.36,RU,1628245091
441,pacifica,37.6138,-122.4869,62.22,93,75,3.0,US,1628245094
442,tamandare,-8.7597,-35.1047,75.61,74,18,12.84,BR,1628245098
443,cordoba,-31.4135,-64.1811,58.6,54,0,6.91,AR,1628245101
444,batemans bay,-35.7167,150.1833,48.9,82,13,3.06,AU,1628245104
445,bowen,-20.0167,148.2333,64.85,71,100,12.03,AU,1628245108
446,khopoli,18.7833,73.3333,85.55,78,100,12.44,IN,1628245112
447,santiago del estero,-27.7951,-64.2615,53.51,53,0,6.04,AR,1628245115
448,daitari,21.1,85.75,88.05,61,73,7.85,IN,1628245118
449,wilmington,34.2257,-77.9447,75.9,92,90,3.44,US,1628245059
450,chinhoyi,-17.3667,30.2,80.44,18,1,2.75,ZW,1628245125
451,masallatah,32.6167,14.0,95.27,35,0,7.49,LY,1628245132
452,longyearbyen,78.2186,15.6401,46.24,66,40,9.22,SJ,1628244980
453,galveston,29.3669,-94.9669,80.96,89,1,6.91,US,1628245138
454,colombo,6.9319,79.8478,80.6,82,100,15.28,LK,1628245108
455,obo,5.3998,26.4869,87.62,57,45,1.99,CF,1628245145
456,san isidro,-12.1167,-77.05,60.39,88,90,1.01,PE,1628245148
457,gogrial,8.5332,28.1004,91.98,45,84,4.63,SS,1628245151
458,plettenberg bay,-34.0527,23.3716,63.54,71,44,4.74,ZA,1628245155
459,sagaing,21.8787,95.9797,89.78,70,75,13.8,MM,1628245158
460,bontang,0.1333,117.5,82.69,78,100,8.48,ID,1628245162
461,basco,20.4487,121.9702,83.97,85,100,34.43,PH,1628245165
462,asosa,10.0667,34.5333,72.5,65,100,5.26,ET,1628245169
463,yulara,-25.2406,130.9889,58.84,29,0,4.61,AU,1628245172
464,rorvik,64.8621,11.2373,67.98,67,16,6.51,NO,1628245062
465,manuk mangkaw,4.8,119.85,84.96,74,90,12.08,PH,1628245179
466,timmins,48.4669,-81.3331,66.02,82,90,5.75,CA,1628245048
467,artigas,-30.4,-56.4667,54.41,91,98,6.15,UY,1628245188
468,garowe,8.4054,48.4845,92.19,30,21,25.21,SO,1628245192
469,fukue,32.6881,128.8419,86.36,79,75,6.91,JP,1628245195
470,kirakira,-10.4544,161.9205,75.33,85,16,7.81,SB,1628245198
471,santa marta,11.2408,-74.199,82.98,72,14,11.03,CO,1628245202
472,blagoyevo,63.3667,47.9167,59.92,52,96,5.1,RU,1628245205
473,pangnirtung,66.1451,-65.7125,39.18,99,100,6.53,CA,1628245139
474,saint anthony,45.0205,-93.218,69.73,90,75,3.0,US,1628245121
475,shingu,33.7333,135.9833,83.91,93,87,5.55,JP,1628245215
476,korla,41.7597,86.1469,91.81,16,100,0.69,CN,1628245218
477,manggar,-2.8833,108.2667,83.37,75,91,12.53,ID,1628245222
478,srednekolymsk,67.45,153.6833,47.84,77,100,6.15,RU,1628245225
479,kaabong,3.4836,34.1492,76.75,48,19,12.33,UG,1628245229
480,aklavik,68.2191,-135.0107,41.83,89,100,15.82,CA,1628245232
481,port-de-bouc,43.4,4.9833,85.69,48,0,8.05,FR,1628245235
482,conde,-7.2597,-34.9075,72.86,88,75,8.05,BR,1628245242
483,el alto,-4.2714,-81.2147,63.41,82,0,10.13,PE,1628245245
484,port-cartier,50.0334,-66.8654,59.22,96,44,2.68,CA,1628245249
485,petropavlovsk-kamchatskiy,53.0452,158.6483,54.19,62,75,6.71,RU,1628245252
486,bartica,6.4,-58.6167,75.52,99,56,2.42,GY,1628245255
487,yerbogachen,61.2767,108.0108,76.53,29,93,8.55,RU,1628245259
488,la ronge,55.1001,-105.2842,61.05,94,75,3.44,CA,1628245262
489,mountain home,43.133,-115.6912,71.08,43,1,18.41,US,1628245078
490,alta floresta,-9.8756,-56.0861,64.96,53,74,3.11,BR,1628245269
491,kosa,59.9445,54.9977,67.06,42,9,10.16,RU,1628245165
492,soe,-9.8607,124.284,66.81,69,57,8.88,ID,1628245276
493,imeni zhelyabova,58.9544,36.5956,65.5,79,96,6.53,RU,1628245279
494,honiara,-9.4333,159.95,75.9,82,41,4.56,SB,1628245282
495,osmena,10.5208,119.9258,84.16,78,66,14.32,PH,1628245286
496,salaga,8.5508,-0.5188,81.27,68,78,8.9,GH,1628245292
497,kautokeino,69.0125,23.0412,63.57,55,97,15.75,NO,1628245296
498,nyrob,60.733,56.7202,65.98,45,100,10.54,RU,1628245299
499,port augusta,-32.5,137.7667,56.71,47,100,5.88,AU,1628245302
500,manakara,-22.1333,48.0167,71.62,66,47,5.95,MG,1628245306
501,muriae,-21.1306,-42.3664,63.43,91,78,3.13,BR,1628245309
502,vila velha,-20.3297,-40.2925,72.97,85,40,3.44,BR,1628245319
503,del rio,29.3627,-100.8968,78.91,88,90,4.61,US,1628245263
504,omaruru,-21.4333,15.9333,77.14,15,0,0.78,NA,1628245329
505,devils lake,48.1128,-98.8651,58.95,93,1,3.44,US,1628245332
506,vao,-22.6667,167.4833,68.54,64,69,14.05,NC,1628245336
507,taonan,45.3333,122.7833,76.77,56,27,9.42,CN,1628245339
508,riyadh,24.6877,46.7219,111.34,7,4,8.61,SA,1628245078
509,talaya,61.3833,152.75,43.74,93,100,7.45,RU,1628245346
510,keti bandar,24.1447,67.4497,86.0,69,84,17.58,PK,1628245349
511,sangmelima,2.9333,11.9833,78.31,68,98,6.17,CM,1628245352
512,opuwo,-18.0607,13.84,79.99,15,0,8.55,NA,1628245356
513,znamenskoye,57.1281,73.8282,74.44,55,100,4.65,RU,1628245359
514,east london,-33.0153,27.9116,68.94,60,20,17.27,ZA,1628245363
515,gladstone,-23.85,151.25,60.73,72,99,4.61,AU,1628245366
516,monte patria,-30.6919,-70.9467,58.3,60,100,0.87,CL,1628245369
517,avezzano,42.0402,13.4388,81.73,23,18,10.16,IT,1628245373
518,istmina,5.1605,-76.684,72.34,99,95,2.17,CO,1628245376
519,bandarbeyla,9.4942,50.8122,88.48,48,52,28.03,SO,1628245379
520,santa barbara,34.7333,-120.0343,57.99,36,12,4.61,US,1628245112
521,vilhena,-12.7406,-60.1458,63.84,52,72,2.17,BR,1628245332
522,cockburn town,21.4612,-71.1419,82.18,75,25,17.6,TC,1628245389
523,tori,58.4825,24.8152,70.83,32,32,12.17,EE,1628245393
524,awbari,26.5921,12.7805,103.14,9,0,8.77,LY,1628245396
525,betong,5.7743,101.0723,85.33,66,100,4.18,TH,1628245403
526,lillooet,50.6856,-121.942,75.96,77,100,5.21,CA,1628245406
527,yasnyy,51.0333,59.8742,86.72,33,55,12.33,RU,1628245409
528,daru,-9.0763,143.2092,76.14,82,66,17.18,PG,1628245413
529,half moon bay,37.4636,-122.4286,62.42,91,1,0.0,US,1628245416
530,bajil,15.0584,43.2851,100.53,34,22,9.69,YE,1628245419
531,tongchuan,35.0806,109.0897,89.85,28,60,8.08,CN,1628245423
532,ternate,0.8,127.4,80.91,79,100,4.88,ID,1628245426
533,batagay-alyta,67.8006,130.4114,51.82,57,60,3.85,RU,1628245430
534,corning,42.1428,-77.0547,64.56,98,90,0.0,US,1628245433
535,mosjoen,65.836,13.1908,72.12,40,20,11.5,NO,1628245436
536,tigre,-34.426,-58.5796,55.54,99,1,4.61,AR,1628245440
537,kaeo,-35.1,173.7833,56.32,85,88,16.35,NZ,1628245443
538,ban dung,17.699,103.2596,95.02,94,100,7.56,TH,1628245447
539,starkville,33.4504,-88.8184,74.86,95,40,0.0,US,1628245450
540,cururupu,-1.8283,-44.8683,74.35,95,60,2.17,BR,1628245453
541,green valley,31.8543,-110.9937,85.15,59,100,1.99,US,1628245457
542,viedma,-40.8135,-62.9967,53.22,50,100,8.99,AR,1628245460
543,richards bay,-28.783,32.0377,77.86,39,0,11.63,ZA,1628245464
544,kondinskoye,59.6481,67.41,67.62,83,100,9.75,RU,1628245470
545,saint-augustin,51.226,-58.6502,61.29,91,100,10.0,CA,1628245474
546,swinoujscie,53.9105,14.2471,75.9,64,20,5.75,PL,1628245477
547,sola,-13.8833,167.55,79.02,77,24,10.33,VU,1628245480
548,ankazoabo,-22.2833,44.5167,87.69,18,0,2.3,MG,1628245484
549,borovskoy,53.8,64.15,85.1,38,80,5.82,KZ,1628245490
550,praia,14.9215,-23.5087,77.54,88,75,18.41,CV,1628245494
551,juneau,58.3019,-134.4197,59.0,91,90,5.75,US,1628245381
552,ostersund,63.1792,14.6357,66.65,45,0,9.22,SE,1628245500
553,sovetskiy,61.3614,63.5842,59.02,97,100,8.41,RU,1628245504
554,tagusao,9.1924,117.8141,84.04,79,80,12.77,PH,1628245507
555,muros,42.7762,-9.0603,69.85,71,99,5.77,ES,1628245511
556,phanom sarakham,13.7479,101.3553,91.26,77,96,11.65,TH,1628245514
557,dire,12.2833,-10.9667,79.83,77,90,5.57,ML,1628245517
558,verkhnevilyuysk,63.4453,120.3167,75.96,41,30,4.18,RU,1628245521
559,valleyview,55.0667,-117.2859,59.04,88,95,5.75,CA,1628245524
